PROGRAMÁTICA,VALOR FINAL ARREDONDADO
33.001.04.122.0001.2.001.3.3.90.49.01.110.0000,"22.330,00 "
33.001.04.122.0001.2.006.3.3.90.33.01.110.0000,"1,00 "
33.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"12.000,00 "
33.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"1.500,00 "
33.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"500,00 "
33.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.000,00 "
33.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
33.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
34.001.04.122.0001.2.001.3.1.90.11.01.110.0000,"6.171.413,00 "
34.001.04.122.0001.2.001.3.1.90.13.01.110.0000,"216.100,00 "
34.001.04.122.0001.2.001.3.1.91.13.01.110.0000,"793.235,00 "
34.001.04.122.0001.2.001.3.3.90.49.01.110.0000,"130.199,00 "
34.001.04.122.0001.2.006.3.3.90.33.01.110.0000,"1,00 "
34.001.04.126.0002.2.007.3.3.90.39.08.110.0000,"49.999,00 "
34.001.04.126.0002.2.007.4.4.90.52.08.110.0000,"50.000,00 "
34.001.04.126.0002.2.007.3.3.90.30.08.110.0000,"1,00 "
34.001.04.131.0002.2.005.3.3.90.30.01.110.0000,"8.000,00 "
34.001.04.131.0002.2.005.3.3.90.30.01.110.0000,"7.000,00 "
34.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"15.000,00 "
34.001.15.182.0005.2.011.3.3.90.30.01.110.0000,"35.000,00 "
34.001.15.182.0005.2.011.3.3.90.30.01.110.0000,"15.000,00 "
34.001.15.182.0005.2.011.3.3.90.30.08.110.0000,"33.334,00 "
34.001.15.182.0005.2.011.3.3.90.39.08.110.0000,"33.334,00 "
34.001.15.182.0005.2.011.4.4.90.52.08.110.0000,"33.334,00 "
34.001.15.182.0005.2.011.3.3.90.30.01.110.0000,"0,00 "
34.001.15.182.0005.2.011.3.3.90.39.01.110.0000,"15.000,00 "
35.001.04.122.0001.2.001.3.1.90.11.01.110.0000,"3.342.156,00 "
35.001.04.122.0001.2.001.3.1.90.13.01.110.0000,"881.440,00 "
35.001.04.122.0001.2.001.3.1.91.13.01.110.0000,"42.652,00 "
35.001.04.122.0001.2.001.3.3.90.46.01.110.0000,"5,00 "
35.001.04.122.0001.2.001.3.3.90.49.01.110.0000,"28.412,00 "
35.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
35.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"12.000,00 "
35.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"6.000,00 "
36.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
36.001.04.122.0001.2.001.3.1.90.11.01.110.0000,"5.920.955,00 "
36.001.04.122.0001.2.001.3.1.90.13.01.110.0000,"1.120.980,00 "
36.001.04.122.0001.2.001.3.1.91.13.01.110.0000,"364.620,00 "
36.001.04.122.0001.2.001.3.3.90.46.01.110.0000,"6,00 "
36.001.04.122.0001.2.001.3.3.90.49.01.110.0000,"40.548,00 "
36.001.04.122.0001.2.006.3.3.90.33.01.110.0000,"1,00 "
36.001.04.131.0002.2.005.3.3.90.30.01.110.0000,"65.000,00 "
36.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"79.400,00 "
36.001.08.244.0019.2.011.3.3.90.30.01.110.0000,"18.500,00 "
36.001.08.244.0019.2.011.3.3.90.30.01.110.0000,"0,00 "
36.001.08.244.0019.2.011.3.3.90.30.01.110.0000,"10.000,00 "
36.001.08.244.0019.2.011.3.3.90.39.01.110.0000,"0,00 "
36.001.08.244.0019.2.024.3.3.90.30.01.110.0000,"116.000,00 "
36.001.08.244.0019.2.024.3.3.90.30.01.110.0000,"0,00 "
36.001.14.244.0018.2.041.4.4.90.52.08.110.0000,"135.000,00 "
36.001.14.244.0018.2.041.3.3.90.30.08.110.0000,"135.000,00 "
36.001.14.244.0018.2.041.3.3.90.39.08.110.0000,"135.000,00 "
99.999.99.999.9999.9.999.9.9.99.99.08.110.0000,"186.173,00 "
99.999.99.999.9999.9.999.9.9.99.99.08.100.0000,"0,00 "
99.999.99.999.9999.9.999.9.9.99.99.08.310.0000,"0,00 "
02.001.04.121.0004.1.001.3.3.80.35.01.110.0000,"1,00 "
02.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"0,00 "
02.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"0,00 "
04.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
05.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
06.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
06.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
07.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
07.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
07.001.11.334.0017.2.004.3.3.50.39.01.110.0000,"0,00 "
08.001.12.122.0002.2.003.3.3.90.36.01.200.0000,"1,00 "
08.001.12.122.0002.2.003.3.3.90.39.01.200.0000,"1,00 "
08.001.12.122.0002.2.005.3.3.90.31.01.200.0000,"294.000,00 "
09.015.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
09.015.04.128.0002.2.003.3.3.90.36.01.310.0000,"1,00 "
09.015.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
09.015.04.128.0002.2.003.3.3.90.39.01.310.0000,"1,00 "
11.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"0,00 "
12.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
12.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
13.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
13.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
14.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
14.001.08.245.0018.2.041.3.3.90.30.01.110.0000,"10.000,00 "
14.001.08.245.0018.2.041.3.3.90.36.01.110.0000,"5.000,00 "
14.001.08.245.0018.2.041.3.3.90.39.01.110.0000,"80.000,00 "
14.005.04.128.0002.2.003.3.3.90.39.02.500.1402,"140.000,00 "
14.005.04.128.0002.2.003.3.3.90.39.05.500.0000,"140.000,00 "
14.005.08.245.0018.2.015.3.3.90.93.02.500.1402,"10.000,00 "
14.005.08.245.0018.2.016.3.3.90.93.02.500.1402,"10.000,00 "
14.005.08.245.0018.2.016.3.3.90.93.05.500.0000,"10.000,00 "
14.005.08.245.0018.2.016.3.3.90.93.05.500.1402,"10.000,00 "
14.005.08.245.0018.2.016.3.3.90.93.05.800.0000,"0,00 "
15.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
15.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
16.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
16.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
17.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
17.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"200.701,00 "
19.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
20.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
22.001.04.128.0002.2.003.3.3.90.39.04.110.0000,"34.132,00 "
22.002.04.361.0002.2.003.3.3.90.39.04.220.0000,"1.025,00 "
22.004.04.362.0002.2.003.3.3.90.39.04.230.0000,"1.025,00 "
22.007.04.128.0002.2.003.3.3.90.39.04.110.0000,"1.025,00 "
22.007.04.128.0002.2.003.3.3.90.39.04.230.0000,"0,00 "
22.008.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.009.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.010.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.011.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.012.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.013.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.014.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.015.12.365.0002.2.003.3.3.90.39.01.210.0000,"0,00 "
22.016.12.365.0002.2.003.3.3.90.39.04.210.0000,"100,00 "
23.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
27.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
28.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
28.001.04.128.0002.2.003.3.3.90.36.02.100.0000,"0,00 "
28.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
28.001.04.128.0002.2.003.3.3.90.39.02.100.0000,"0,00 "
29.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
29.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
30.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
30.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
31.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"0,00 "
31.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
32.001.14.334.0017.2.004.3.3.90.39.01.110.0000,"46.835,00 "
33.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
34.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
35.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
36.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
02.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
02.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"242.575,00 "
02.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"45.000,00 "
02.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
02.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
02.006.04.122.0018.2.011.3.3.90.30.01.110.0000,"8.000,00 "
02.006.04.122.0018.2.011.3.3.90.30.01.110.0000,"4.000,00 "
02.006.04.122.0018.2.011.3.3.90.39.01.110.0000,"0,00 "
02.006.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
02.006.04.131.0002.2.005.3.3.90.39.01.110.0000,"30.000,00 "
02.006.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
02.006.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
02.006.04.131.0002.2.005.3.3.90.39.03.100.0202,"29.999,00 "
02.006.04.244.0019.2.024.3.3.90.32.01.110.0000,"1,00 "
02.006.08.244.0019.2.024.3.3.90.32.01.110.0000,"1,00 "
02.006.08.244.0019.2.024.3.3.90.32.03.100.0202,"34.999,00 "
02.006.08.244.0019.2.024.3.3.90.32.01.110.0000,"1,00 "
02.006.08.244.0019.2.024.3.3.90.32.03.100.0202,"1.299.999,00 "
02.006.08.244.0019.2.024.3.3.90.32.01.110.0000,"50.000,00 "
02.006.08.244.0019.2.024.3.3.90.32.01.110.0000,"200.000,00 "
02.012.04.122.0001.2.011.3.3.90.30.01.110.0000,"29.044,00 "
02.012.04.122.0001.2.011.3.3.90.30.03.100.0201,"12.000,00 "
02.012.04.122.0001.2.011.3.3.90.30.01.110.0000,"0,00 "
02.012.04.122.0001.2.011.3.3.90.30.01.110.0000,"0,00 "
04.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"18.000,00 "
04.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"24.000,00 "
04.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"3.000,00 "
04.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"5.000,00 "
04.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
04.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"60.000,00 "
04.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"26.880.000,00 "
04.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"7.147.690,00 "
05.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
05.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
05.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"40.000,00 "
05.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"30.000,00 "
05.001.04.122.0001.2.011.3.3.90.36.01.110.0000,"100.000,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"44.280,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"26.679,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"9.657,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"49.472,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"64.000,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"620.000,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"300.000,00 "
05.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.320.033,00 "
05.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
05.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
05.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
05.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"1.295.939,00 "
05.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
05.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
06.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
06.001.04.122.0001.1.002.3.3.90.39.01.110.0000,"0,00 "
06.001.04.122.0001.1.002.4.4.90.52.01.110.0000,"0,00 "
06.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
06.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"120.000,00 "
06.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"40.000,00 "
06.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"17.255.888,00 "
06.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
06.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1,00 "
06.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
06.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"95.218,00 "
06.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"771.000,00 "
06.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
06.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"61.900,00 "
06.011.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
06.011.04.128.0002.2.003.3.3.90.39.03.100.0601 ,"0,00 "
07.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
07.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
07.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"0,00 "
07.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
07.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"6.000,00 "
07.001.11.122.0017.1.002.3.3.90.39.01.110.0000,"1,00 "
07.001.11.122.0017.1.002.4.4.90.52.01.110.0000,"0,00 "
07.001.11.122.0017.2.011.3.3.90.30.01.110.0000,"21.142,00 "
07.001.11.122.0017.2.011.3.3.90.30.01.110.0000,"10.000,00 "
07.001.11.122.0017.2.011.3.3.90.30.01.110.0000,"0,00 "
07.001.11.122.0017.2.011.3.3.90.39.01.110.0000,"0,00 "
07.001.11.122.0017.2.011.4.4.90.52.01.110.0000,"0,00 "
07.001.11.122.0017.2.011.4.4.90.52.01.110.0000,"0,00 "
07.001.11.333.0017.2.027.3.3.90.39.01.110.0000,"15.397.000,00 "
07.001.11.334.0017.2.004.3.3.50.39.01.110.0000,"2.674.000,00 "
07.001.11.334.0017.2.004.3.3.50.39.01.110.0000,"0,00 "
07.001.11.334.0017.2.004.3.3.90.39.01.110.0000,"1,00 "
07.001.11.334.0017.2.025.3.3.90.48.01.110.0000,"921.360,00 "
07.001.11.334.0017.2.025.3.3.90.48.01.110.0000,"89.320,00 "
07.001.11.334.0017.2.033.3.3.90.39.01.110.0000,"4.000,00 "
07.001.11.334.0017.2.033.3.3.90.39.01.110.0000,"1,00 "
07.001.11.334.0017.2.033.3.3.90.39.01.110.0000,"0,00 "
07.001.11.334.0017.2.033.4.4.90.52.01.110.0000,"2.000,00 "
07.001.18.542.0007.1.003.4.4.90.51.01.110.0000,"1,00 "
07.005.11.333.0017.2.027.3.3.90.39.03.100.0000 ,"1,00 "
08.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
08.001.04.131.0002.2.005.3.3.90.30.01.110.0000,"315.000,00 "
08.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1.505.000,00 "
08.001.12.122.0001.2.006.3.3.90.39.01.200.0000,"1,00 "
08.001.12.122.0001.2.011.3.3.90.30.01.110.0000,"359.548,00 "
08.001.12.122.0001.2.011.3.3.90.30.01.200.0000,"170.000,00 "
08.001.12.122.0001.2.011.3.3.90.39.01.110.0000,"12.000,00 "
08.001.12.122.0001.2.011.3.3.90.39.01.200.0000,"0,00 "
08.001.12.122.0001.2.011.3.3.90.39.01.200.0000,"0,00 "
08.001.12.122.0001.2.011.3.3.90.39.01.200.0000,"1,00 "
08.001.12.122.0001.2.011.4.4.90.52.01.200.0000,"84.600,00 "
08.001.12.122.0001.2.011.4.4.90.52.01.200.0000,"53.000,00 "
08.001.12.122.0001.2.011.4.4.90.52.01.200.0000,"100.000,00 "
08.001.12.122.0001.2.011.4.4.90.52.01.200.0000,"100.000,00 "
08.001.12.122.0001.2.011.4.4.90.52.01.200.0000,"0,00 "
08.001.12.122.0016.2.019.3.3.90.39.01.200.0000,"7.146.131,00 "
08.001.12.122.0016.2.023.3.3.50.39.01.110.0000,"3.543.483,00 "
08.001.12.122.0016.2.023.3.3.50.39.01.110.0000,"3.592.185,00 "
08.001.12.122.0016.2.023.4.4.50.39.01.110.0000,"885.870,00 "
08.001.12.122.0016.2.023.4.4.50.39.01.110.0000,"898.047,00 "
08.001.12.122.0001.2.008.3.3.90.39.01.200.0000,"638.280,00 "
08.001.12.122.0001.2.008.3.3.90.48.01.200.0000,"9.500.565,00 "
08.001.12.306.0016.2.011.3.3.90.30.01.110.0000,"1.200.000,00 "
08.001.12.306.0016.2.011.4.4.90.52.01.110.0000,"500.000,00 "
08.001.12.306.0016.2.017.3.3.90.30.01.110.0000,"19.840.542,00 "
08.001.12.306.0016.2.017.3.3.90.30.01.110.0000,"25.861.465,00 "
08.001.12.306.0016.2.017.3.3.90.30.01.110.0000,"68.304.261,00 "
08.001.12.306.0016.2.017.3.3.90.30.01.110.0000,"8.651.018,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0002,"12.000.000,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0002,"0,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0002,"0,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0003,"12.050.000,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0003,"8.000.000,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0003,"14.506.000,00 "
08.001.12.306.0016.2.017.3.3.90.30.05.200.0003,"3.900.000,00 "
08.001.12.361.0002.2.005.3.3.90.30.01.110.0000,"0,00 "
08.001.12.361.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0002.2.005.3.3.90.39.01.200.0000,"3.714.741,00 "
08.001.12.361.0002.2.005.3.3.90.39.01.200.0000,"1.848.522,00 "
08.001.12.361.0002.2.007.3.3.90.40.01.200.0000,"6.800.000,00 "
08.001.12.361.0002.2.007.3.3.90.40.01.200.0000,"17.720.015,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"999.999,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"1,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"1.000.000,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"1,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"1.000.000,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"1,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"1.000.000,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"1,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.361.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.361.0016.1.003.4.4.90.51.01.200.0000,"8.827.810,00 "
08.001.12.361.0016.1.003.4.4.90.51.07.203.0000,"1,00 "
08.001.12.361.0016.1.003.4.4.90.52.01.200.0000,"2,00 "
08.001.12.361.0016.2.011.3.3.50.43.01.200.0000,"1,00 "
08.001.12.361.0016.2.011.3.3.90.30.01.200.0000,"5.475.230,00 "
08.001.12.361.0016.2.011.3.3.90.30.01.200.0000,"1.938.000,00 "
08.001.12.361.0016.2.011.3.3.90.39.01.110.0000,"79.353,00 "
08.001.12.361.0016.2.011.3.3.90.39.01.200.0000,"1,00 "
08.001.12.361.0016.2.011.3.3.90.39.01.200.0000,"94.853,00 "
08.001.12.361.0016.2.011.3.3.90.39.01.200.0000,"11.146.130,00 "
08.001.12.361.0016.2.011.4.4.90.52.01.110.0000,"100.000,00 "
08.001.12.361.0016.2.011.4.4.90.52.01.110.0000,"100.001,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.110.0000,"1,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.110.0000,"3.757.214,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.110.0000,"19.574.270,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.110.0000,"4.012.093,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.110.0000,"1,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.200.0000,"1,00 "
08.001.12.361.0016.2.017.3.3.90.32.01.200.0000,"15.814.751,00 "
08.001.12.361.0016.2.018.3.3.90.40.01.110.0000,"5.084.787,00 "
08.001.12.361.0016.2.018.3.3.90.40.01.200.0000,"44.558.723,00 "
08.001.12.361.0016.2.018.3.3.90.40.01.110.0000,"8.193.571,00 "
08.001.12.361.0016.2.018.3.3.90.40.01.200.0000,"1,00 "
08.001.12.361.0016.2.018.3.3.90.40.01.200.0000,"2.396.007,00 "
08.001.12.361.0016.2.019.3.3.90.39.01.200.0000,"9.212.860,00 "
08.001.12.361.0016.2.019.3.3.90.39.01.200.0000,"26.633.074,00 "
08.001.12.361.0016.2.019.3.3.90.40.01.200.0000,"0,00 "
08.001.12.361.0016.2.019.3.3.90.32.01.200.0000,"0,00 "
08.001.12.361.0016.2.019.3.3.90.32.01.200.0000,"1,00 "
08.001.12.361.0016.2.020.3.3.90.39.01.110.0000,"2.025.840,00 "
08.001.12.361.0016.2.020.3.3.90.39.01.200.0000,"13.120.263,00 "
08.001.12.361.0016.2.023.3.3.50.39.01.110.0000,"4.015.946,00 "
08.001.12.361.0016.2.023.3.3.50.39.01.200.0000,"1,00 "
08.001.12.361.0016.2.023.3.3.50.39.01.110.0000,"3.691.398,00 "
08.001.12.361.0016.2.023.3.3.50.39.01.200.0000,"1,00 "
08.001.12.361.0016.2.023.4.4.50.39.01.110.0000,"1.003.986,00 "
08.001.12.361.0016.2.023.4.4.50.39.01.200.0000,"1,00 "
08.001.12.361.0016.2.023.4.4.50.39.01.110.0000,"922.850,00 "
08.001.12.361.0016.2.023.4.4.50.39.01.200.0000,"1,00 "
08.001.12.364.0001.2.011.3.3.90.30.01.110.0000,"47.000,00 "
08.001.12.364.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0002.2.005.3.3.90.30.01.110.0000,"0,00 "
08.001.12.365.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0002.2.005.3.3.90.39.01.200.0000,"3.129.647,00 "
08.001.12.365.0002.2.005.3.3.90.39.01.200.0000,"1.122.045,00 "
08.001.12.365.0002.2.007.3.3.90.40.01.200.0000,"10.200.000,00 "
08.001.12.365.0002.2.007.3.3.90.40.01.200.0000,"10.179.986,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"1.000.000,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.110.0000,"0,00 "
08.001.12.365.0016.1.002.3.3.90.39.01.200.0000,"0,00 "
